day,month,year,humidity,wspd,pressure,dew_point,city,tmin,tmax,tavg
16,9,2024,57,10.5,1005.4,18.6,Islamabad,24.8,31.0,28.3
17,9,2024,62,12.5,1007.0,19.7,Islamabad,25.6,30.3,27.7
18,9,2024,58,11.1,1006.8,18.6,Islamabad,23.5,31.6,27.9
19,9,2024,65,13.2,1007.2,20.3,Islamabad,23.7,32.6,27.7
20,9,2024,60,8.7,1005.7,19.5,Islamabad,23.4,33.0,28.3
21,9,2024,65,12.8,1006.8,21.3,Islamabad,25.1,32.6,28.8
22,9,2024,65,13.1,1006.5,22.1,Islamabad,26.2,33.3,29.5
23,9,2024,59,7.9,1006.5,21.2,Islamabad,26.6,34.0,30.3
24,9,2024,60,11.9,1004.6,21.6,Islamabad,26.3,34.3,30.4
25,9,2024,59,15.7,1004.4,21.6,Islamabad,27.7,34.1,30.7
26,9,2024,69,20.1,1005.1,22.0,Islamabad,24.4,31.9,28.3
27,9,2024,84,16.7,1006.2,21.4,Islamabad,22.2,27.3,24.3
28,9,2024,78,21.7,1007.6,20.1,Islamabad,20.3,28.3,24.5
29,9,2024,75,11.2,1010.6,20.8,Islamabad,22.9,28.3,25.7
30,9,2024,72,17.3,1009.2,20.4,Islamabad,22.6,30.1,26.0
1,10,2024,61,12.0,1005.6,18.3,Islamabad,22.7,31.0,26.8
2,10,2024,51,9.9,1005.6,16.6,Islamabad,24.0,31.2,28.1
3,10,2024,55,11.1,1004.6,17.7,Islamabad,23.4,31.3,27.7
4,10,2024,60,11.0,1005.7,18.4,Islamabad,24.0,31.4,27.1
5,10,2024,69,18.3,1008.5,19.3,Islamabad,22.6,30.5,25.6
6,10,2024,70,11.0,1013.0,17.8,Islamabad,18.7,29.0,24.0
7,10,2024,61,21.5,1014.2,16.3,Islamabad,19.8,29.4,24.5
8,10,2024,71,17.2,1015.1,16.4,Islamabad,18.6,27.2,22.1
9,10,2024,69,13.2,1012.8,15.9,Islamabad,17.8,27.2,22.2
10,10,2024,58,12.4,1011.4,13.9,Islamabad,18.5,27.4,22.9
11,10,2024,51,14.4,1010.7,12.9,Islamabad,19.6,28.2,23.9
12,10,2024,47,9.4,1010.7,12.9,Islamabad,22.8,28.8,25.4
13,10,2024,53,10.0,1011.7,15.0,Islamabad,21.9,29.2,25.5
14,10,2024,54,12.0,1012.9,14.8,Islamabad,21.1,28.9,24.9
15,10,2024,55,11.4,1011.3,14.3,Islamabad,20.1,29.4,24.5
16,10,2024,48,16.2,1009.6,13.2,Islamabad,20.2,29.8,25.3
17,10,2024,53,12.6,1011.1,14.4,Islamabad,21.7,29.0,24.9
18,10,2024,53,13.1,1011.5,14.7,Islamabad,21.9,28.7,25.0
